ID,X,Y
reactions_48,"{'reactant': '[CH2:1]([N:5]([CH2:28][CH3:29])[C:6]([C:8]1[CH:21]=[N:20][C:19]2[C:10](=[CH:11][CH:12]=[C:13]3[C:18]=2[N:17]=[CH:16][CH:15]([C:22]([O:24]CC)=[O:23])[C:14]3=[O:27])[CH:9]=1)=[O:7])[CH2:2][CH2:3][CH3:4]', 'catalyst': 'Cl', 'product': '[CH2:1]([N:5]([CH2:28][CH3:29])[C:6]([C:8]1[CH:21]=[N:20][C:19]2[C:10](=[CH:11][CH:12]=[C:13]3[C:18]=2[N:17]=[CH:16][CH:15]([C:22]([OH:24])=[O:23])[C:14]3=[O:27])[CH:9]=1)=[O:7])[CH2:2][CH2:3][CH3:4]'}",76%
reactions_49,"{'reactant': '[N+:1]([C:4]1[CH:10]=[CH:9][CH:8]=[CH:7][C:5]=1[NH2:6])([O-:3])=[O:2].C(O[CH:14]=[C:15]([C:21]([O:23][CH2:24][CH3:25])=[O:22])[C:16]([O:18][CH2:19][CH3:20])=[O:17])C', 'catalyst': 'C(O)C', 'product': '[N+:1]([C:4]1[CH:10]=[CH:9][CH:8]=[CH:7][C:5]=1[NH:6][CH:14]=[C:15]([C:16]([O:18][CH2:19][CH3:20])=[O:17])[C:21]([O:23][CH2:24][CH3:25])=[O:22])([O-:3])=[O:2]'}",88%
reactions_50,"{'reactant': '[N+:1]([C:4]1[CH:22]=[CH:21][CH:20]=[CH:19][C:5]=1[NH:6][CH:7]=[C:8]([C:14]([O:16][CH2:17][CH3:18])=[O:15])[C:9]([O:11]CC)=O)([O-:3])=[O:2].C1(OC2C=CC=CC=2)C=CC=CC=1', 'catalyst': 'C(OCC)C', 'product': '[CH2:17]([O:16][C:14]([CH:8]1[C:9](=[O:11])[C:19]2[C:5](=[C:4]([N+:1]([O-:3])=[O:2])[CH:22]=[CH:21][CH:20]=2)[N:6]=[CH:7]1)=[O:15])[CH3:18]'}",85%
reactions_51,"{'reactant': 'C([O:3][C:4]([CH:6]1[C:15](=[O:16])[C:14]2[C:9](=[C:10]([N+:17]([O-:19])=[O:18])[CH:11]=[CH:12][CH:13]=2)[N:8]=[CH:7]1)=[O:5])C.[OH-].[Na+]', 'catalyst': 'C(O)(=O)C', 'product': '[C:4]([CH:6]1[C:15](=[O:16])[C:14]2[C:9](=[C:10]([N+:17]([O-:19])=[O:18])[CH:11]=[CH:12][CH:13]=2)[N:8]=[CH:7]1)([OH:5])=[O:3]'}",93%
reactions_52,"{'reactant': 'C([O:3][C:4]([C:6]1[CH:19]=[N:18][C:17]2[C:8](=[CH:9][CH:10]=[C:11]3[C:16]=2[N:15]=[CH:14][CH:13]([N+:20]([O-:22])=[O:21])[C:12]3=[O:23])[CH:7]=1)=[O:5])C.[OH-].[Na+].C(O)(=O)C', 'catalyst': 'O', 'product': '[C:4]([C:6]1[CH:19]=[N:18][C:17]2[C:8](=[CH:9][CH:10]=[C:11]3[C:16]=2[N:15]=[CH:14][CH:13]([N+:20]([O-:22])=[O:21])[C:12]3=[O:23])[CH:7]=1)([OH:5])=[O:3]'}",98%
reactions_53,"{'reactant': '[CH2:1]([O:3][C:4]([CH:6]1[C:15](=O)[C:14]2[C:9](=[C:10]([N+:17]([O-:19])=[O:18])[CH:11]=[CH:12][CH:13]=2)[N:8]=[CH:7]1)=[O:5])[CH3:2].P(Cl)(Cl)([Cl:22])=O.N', 'catalyst': 'C(Cl)(Cl)Cl', 'product': '[Cl:22][C:15]1[C:14]2[C:9](=[C:10]([N+:17]([O-:19])=[O:18])[CH:11]=[CH:12][CH:13]=2)[N:8]=[CH:7][C:6]=1[C:4]([O:3][CH2:1][CH3:2])=[O:5]'}",75%
reactions_54,"{'reactant': 'C([O-])=O.[NH4+].Cl[C:6]1[C:15]2[C:10](=[C:11]([N+:16]([O-])=O)[CH:12]=[CH:13][CH:14]=2)[N:9]=[CH:8][C:7]=1[C:19]([O:21][CH2:22][CH3:23])=[O:20]', 'catalyst': '[Pd].C(O)C', 'product': '[CH2:22]([O:21][C:19]([C:7]1[CH:8]=[N:9][C:10]2[C:15]([CH:6]=1)=[CH:14][CH:13]=[CH:12][C:11]=2[NH2:16])=[O:20])[CH3:23]'}",58%
reactions_55,"{'reactant': '[CH2:1]([O:3][C:4]([C:6]1[CH:7]=[N:8][C:9]2[C:14]([CH:15]=1)=[CH:13][CH:12]=[CH:11][C:10]=2[NH2:16])=[O:5])[CH3:2].[CH3:17][C:18]1([CH3:29])[O:23][C:22](=[O:24])[C:21](=COC)[C:20](=[O:28])[O:19]1', 'catalyst': 'C(O)C', 'product': '[CH3:17][C:18]1([CH3:29])[O:23][C:22](=[O:24])[C:21](=[N:16][C:10]2[CH:11]=[CH:12][CH:13]=[C:14]3[C:9]=2[N:8]=[CH:7][C:6]([C:4]([O:3][CH2:1][CH3:2])=[O:5])=[CH:15]3)[C:20](=[O:28])[O:19]1'}",80%
reactions_56,"{'reactant': '[F:1][C:2]1[CH:23]=[CH:22][C:5]([CH2:6][N:7]([CH3:21])[C:8]([C:10]2[CH:11]=[N:12][C:13]3[C:18]([CH:19]=2)=[CH:17][CH:16]=[CH:15][C:14]=3[NH2:20])=[O:9])=[CH:4][CH:3]=1.C([O:26][CH:27]=[C:28]([C:34](OCC)=O)[C:29]([O:31][CH2:32][CH3:33])=[O:30])C', 'catalyst': '', 'product': '[CH2:32]([O:31][C:29]([CH:28]1[C:27](=[O:26])[C:15]2[C:14](=[C:13]3[C:18](=[CH:17][CH:16]=2)[CH:19]=[C:10]([C:8](=[O:9])[N:7]([CH2:6][C:5]2[CH:22]=[CH:23][C:2]([F:1])=[CH:3][CH:4]=2)[CH3:21])[CH:11]=[N:12]3)[N:20]=[CH:34]1)=[O:30])[CH3:33]'}",64%
reactions_57,"{'reactant': 'FC(F)(F)C(OC(=O)C(F)(F)F)=[O:4].[CH2:14]([N:21]([CH3:43])[C:22]([C:24]1[CH:37]=[N:36][C:35]2[C:26](=[CH:27][C:28]([F:42])=[C:29]3[C:34]=2[N:33]=[CH:32][C:31]([C:38](=O)[NH2:39])=[C:30]3Cl)[CH:25]=1)=[O:23])[C:15]1[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=1.Cl', 'catalyst': 'N1C=CC=CC=1', 'product': '[CH2:14]([N:21]([CH3:43])[C:22]([C:24]1[CH:37]=[N:36][C:35]2[C:26](=[CH:27][C:28]([F:42])=[C:29]3[C:34]=2[N:33]=[CH:32][CH:31]([C:38]#[N:39])[C:30]3=[O:4])[CH:25]=1)=[O:23])[C:15]1[CH:16]=[CH:17][CH:18]=[CH:19][CH:20]=1'}",24%
reactions_58,"{'reactant': '[F:1][C:2]1[CH:8]=[CH:7][C:5]([NH2:6])=[C:4]([N+:9]([O-:11])=[O:10])[CH:3]=1.C([O:14][CH:15]=[C:16]([C:22](OCC)=O)[C:17]([O:19][CH2:20][CH3:21])=[O:18])C', 'catalyst': 'C1(OC2C=CC=CC=2)C=CC=CC=1', 'product': '[CH2:20]([O:19][C:17]([CH:16]1[C:15](=[O:14])[C:7]2[C:5](=[C:4]([N+:9]([O-:11])=[O:10])[CH:3]=[C:2]([F:1])[CH:8]=2)[N:6]=[CH:22]1)=[O:18])[CH3:21]'}",45%
reactions_59,"{'reactant': '[NH2:1][C:2]1[CH:3]=[C:4]([F:23])[CH:5]=[C:6]2[C:11]=1[N:10]=[CH:9][C:8]([C:12](=[O:22])[N:13]([CH2:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[CH3:14])=[CH:7]2.C([O:26][CH:27]=[C:28]([C:34](OCC)=O)[C:29]([O:31][CH2:32][CH3:33])=[O:30])C', 'catalyst': 'C1(OC2C=CC=CC=2)C=CC=CC=1', 'product': '[CH2:32]([O:31][C:29]([CH:28]1[C:27](=[O:26])[C:3]2[C:2](=[C:11]3[C:6](=[CH:5][C:4]=2[F:23])[CH:7]=[C:8]([C:12](=[O:22])[N:13]([CH2:15][C:16]2[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=2)[CH3:14])[CH:9]=[N:10]3)[N:1]=[CH:34]1)=[O:30])[CH3:33]'}",70%
reactions_60,"{'reactant': '[NH2:1][C:2]1[CH:3]=[CH:4][CH:5]=[C:6]2[C:11]=1[N:10]=[CH:9][C:8]([C:12]([O:14][CH2:15][CH3:16])=[O:13])=[C:7]2[Cl:17].C([O:20][CH:21]=[C:22]([C:28]([CH3:30])=[O:29])[C:23](OCC)=O)C.C1(OC2C=CC=CC=2)C=CC=CC=1', 'catalyst': 'C(Cl)(Cl)(Cl)Cl', 'product': '[C:28]([CH:22]1[C:21](=[O:20])[C:3]2[C:2](=[C:11]3[C:6](=[CH:5][CH:4]=2)[C:7]([Cl:17])=[C:8]([C:12]([O:14][CH2:15][CH3:16])=[O:13])[CH:9]=[N:10]3)[N:1]=[CH:23]1)(=[O:29])[CH3:30]'}",29%
reactions_61,"{'reactant': '[C:1]([CH:4]1[C:13](=O)[C:12]2[C:7](=[C:8]([N+:15]([O-:17])=[O:16])[CH:9]=[CH:10][CH:11]=2)[N:6]=[CH:5]1)(O)=[O:2].S(Cl)([Cl:20])=O.[NH3:22]', 'catalyst': '', 'product': '[C:1]([C:4]1[CH:5]=[N:6][C:7]2[C:12]([C:13]=1[Cl:20])=[CH:11][CH:10]=[CH:9][C:8]=2[N+:15]([O-:17])=[O:16])(=[O:2])[NH2:22]'}",79%
reactions_62,"{'reactant': '[OH:1][C@H:2]1[CH2:19][CH2:18][C@@:17]2([CH3:20])[C:4](=[CH:5][CH2:6][C@@H:7]3[C@@H:16]2[CH2:15][CH2:14][C@@:12]2([CH3:13])[C@H:8]3[CH2:9][CH:10]=[C:11]2[N:21]2[CH:25]=[N:24][CH:23]=[N:22]2)[CH2:3]1.O.NN.C(O)(=O)C', 'catalyst': 'CCO', 'product': '[OH:1][C@H:2]1[CH2:19][CH2:18][C@@:17]2([CH3:20])[C:4](=[CH:5][CH2:6][C@@H:7]3[C@@H:16]2[CH2:15][CH2:14][C@@:12]2([CH3:13])[C@H:8]3[CH2:9][CH2:10][C@@H:11]2[N:21]2[CH:25]=[N:24][CH:23]=[N:22]2)[CH2:3]1'}",74.6%
reactions_63,"{'reactant': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2Cl)[CH2:6]1)(=[O:3])[CH3:2].[NH:27]1[CH:31]=[CH:30][N:29]=[CH:28]1.C([O-])([O-])=O.[K+].[K+].CCCCCC.CCOC(C)=O', 'catalyst': 'CN(C=O)C', 'product': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2[N:27]2[CH:31]=[CH:30][N:29]=[CH:28]2)[CH2:6]1)(=[O:3])[CH3:2]'}",92%
reactions_64,"{'reactant': 'C([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][CH:13]=[C:14]2[N:24]2[CH:28]=[CH:27][N:26]=[CH:25]2)[CH2:6]1)(=O)C', 'catalyst': 'CO.[OH-].[K+]', 'product': '[OH:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][CH:13]=[C:14]2[N:24]2[CH:28]=[CH:27][N:26]=[CH:25]2)[CH2:6]1'}",95%
reactions_65,"{'reactant': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2Cl)[CH2:6]1)(=[O:3])[CH3:2].[NH:27]1[CH:31]=[CH:30][N:29]=[N:28]1.C([O-])([O-])=O.[K+].[K+]', 'catalyst': 'CN(C=O)C', 'product': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2[N:28]2[N:29]=[CH:30][CH:31]=[N:27]2)[CH2:6]1)(=[O:3])[CH3:2]'}",28%
reactions_66,"{'reactant': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2Cl)[CH2:6]1)(=[O:3])[CH3:2].[NH:27]1[CH:31]=[N:30][N:29]=[N:28]1', 'catalyst': '', 'product': '[C:1]([O:4][C@H:5]1[CH2:22][CH2:21][C@@:20]2([CH3:23])[C:7](=[CH:8][CH2:9][C@@H:10]3[C@@H:19]2[CH2:18][CH2:17][C@@:15]2([CH3:16])[C@H:11]3[CH2:12][C:13]([CH:25]=[O:26])=[C:14]2[N:28]2[N:29]=[N:30][CH:31]=[N:27]2)[CH2:6]1)(=[O:3])[CH3:2]'}",28.2%
reactions_67,"{'reactant': 'C([O:4][CH2:5][CH:6]([CH3:50])[C:7]([NH:9][C:10]1[CH:15]=[CH:14][C:13]([C:16]2[S:39][C:19]3[N:20]([CH2:30][C:31]4[C:36]([F:37])=[CH:35][CH:34]=[CH:33][C:32]=4[F:38])[CH:21]=[C:22]([C:25](=[O:29])[CH:26]([CH3:28])[CH3:27])[C:23](=[O:24])[C:18]=3[C:17]=2[CH2:40][N:41]([CH2:43][C:44]2[CH:49]=[CH:48][CH:47]=[CH:46][CH:45]=2)[CH3:42])=[CH:12][CH:11]=1)=[O:8])(=O)C.C(=O)([O-])[O-].[K+].[K+]', 'catalyst': 'CO', 'product': '[CH2:43]([N:41]([CH2:40][C:17]1[C:18]2[C:23](=[O:24])[C:22]([C:25](=[O:29])[CH:26]([CH3:28])[CH3:27])=[CH:21][N:20]([CH2:30][C:31]3[C:32]([F:38])=[CH:33][CH:34]=[CH:35][C:36]=3[F:37])[C:19]=2[S:39][C:16]=1[C:13]1[CH:12]=[CH:11][C:10]([NH:9][C:7](=[O:8])[CH:6]([CH3:50])[CH2:5][OH:4])=[CH:15][CH:14]=1)[CH3:42])[C:44]1[CH:49]=[CH:48][CH:47]=[CH:46][CH:45]=1'}",72%
reactions_68,"{'reactant': '[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10].[OH2:11].OO', 'catalyst': 'ClCCl.O.[O-2].[O-2].[Mn+4]', 'product': '[CH2:1]1[O:11][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH3:10]'}",94%
reactions_69,"{'reactant': '[C:1]1(/[CH:7]=[CH:8]/[C:9]2[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[OH:15]O', 'catalyst': 'C1COCC1.O.[O-2].[O-2].[Mn+4]', 'product': '[CH:4]1[CH:3]=[CH:2][C:1]([C@H:7]2[O:15][C@@H:8]2[C:9]2[CH:10]=[CH:11][CH:12]=[CH:13][CH:14]=2)=[CH:6][CH:5]=1'}",96%
reactions_70,"{'reactant': 'BrCCO.OCC[O:8][C:9]1[CH:10]=[C:11]([CH:14]=[CH:15][C:16]=1[O:17][CH:18]([CH3:20])[CH3:19])[CH:12]=[O:13]', 'catalyst': '', 'product': '[OH:8][C:9]1[CH:10]=[C:11]([CH:14]=[CH:15][C:16]=1[O:17][CH:18]([CH3:20])[CH3:19])[CH:12]=[O:13]'}",75%
reactions_71,"{'reactant': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:21]=[CH:20][C:19]([OH:22])=[C:18]([S:23][CH3:24])[CH:17]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2].C([O-])([O-])=O.[Cs+].[Cs+].[CH:31](I)([CH3:33])[CH3:32].O', 'catalyst': 'CC(C)=O', 'product': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:21]=[CH:20][C:19]([O:22][CH:31]([CH3:33])[CH3:32])=[C:18]([S:23][CH3:24])[CH:17]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2]'}",63%
reactions_72,"{'reactant': 'Br[C:2]1[CH:7]=[CH:6][C:5]([O:8][CH3:9])=[C:4]([CH2:10][CH3:11])[CH:3]=1.[Li]CCCC.CCCCCC.CN([CH:26]=[O:27])C', 'catalyst': 'C1COCC1', 'product': '[CH2:10]([C:4]1[CH:3]=[C:2]([CH:7]=[CH:6][C:5]=1[O:8][CH3:9])[CH:26]=[O:27])[CH3:11]'}",42%
reactions_73,"{'reactant': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:21]=[CH:20][C:19]([OH:22])=[C:18]([CH2:23][CH3:24])[CH:17]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2].C1(=O)O[CH2:28][CH2:27][O:26]1', 'catalyst': '[Br-].C([N+](CCCC)(CCCC)CCCC)CCC.CN(C=O)C', 'product': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:21]=[CH:20][C:19]([O:22][CH2:28][CH2:27][OH:26])=[C:18]([CH2:23][CH3:24])[CH:17]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2]'}",24%
reactions_74,"{'reactant': '[CH:1]([N:4]=[C:5]=[O:6])([CH3:3])[CH3:2].[NH2:7][C:8]1[CH:13]=[CH:12][C:11]([CH:14]([NH:20][C:21]2[CH:26]=[CH:25][C:24]([C:27]#[N:28])=[CH:23][CH:22]=2)[C:15]([O:17][CH2:18][CH3:19])=[O:16])=[CH:10][C:9]=1[CH2:29][CH3:30]', 'catalyst': 'C1COCC1', 'product': '[C:27]([C:24]1[CH:23]=[CH:22][C:21]([NH:20][CH:14]([C:11]2[CH:12]=[CH:13][C:8]([NH:7][C:5]([NH:4][CH:1]([CH3:3])[CH3:2])=[O:6])=[C:9]([CH2:29][CH3:30])[CH:10]=2)[C:15]([O:17][CH2:18][CH3:19])=[O:16])=[CH:26][CH:25]=1)#[N:28]'}",62%
reactions_75,"{'reactant': '[CH3:1][C:2]1[CH:3]=[C:4]([O:9][CH3:10])[CH:5]=[C:6]([CH3:8])[CH:7]=1.[Br:11]N1C(=O)CCC1=O.N(C(C)(C)C#N)=NC(C)(C)C#N', 'catalyst': 'C(Cl)(Cl)(Cl)Cl', 'product': '[Br:11][CH2:1][C:2]1[CH:7]=[C:6]([CH3:8])[CH:5]=[C:4]([O:9][CH3:10])[CH:3]=1'}",68%
reactions_76,"{'reactant': '[N+](C(C)C)([O-])=[O:2].Br[CH2:8][C:9]1[CH:14]=[C:13]([CH3:15])[CH:12]=[C:11]([O:16][CH3:17])[CH:10]=1.CC[O-].[Na+]', 'catalyst': 'CCO', 'product': '[CH3:17][O:16][C:11]1[CH:10]=[C:9]([CH:14]=[C:13]([CH3:15])[CH:12]=1)[CH:8]=[O:2]'}",77%
reactions_77,"{'reactant': '[CH3:1][O:2][C:3]1[CH:4]=[C:5]([CH:11]=O)[CH:6]=[C:7]([CH:9]=[O:10])[CH:8]=1.[C:13]([O-])([O-])=O.[K+].[K+].O', 'catalyst': '[Br-].C[P+](C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1.O1CCOCC1', 'product': '[CH3:1][O:2][C:3]1[CH:8]=[C:7]([CH:6]=[C:5]([CH:11]=[CH2:13])[CH:4]=1)[CH:9]=[O:10]'}",48%
reactions_78,"{'reactant': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:21]=[C:20]([CH:22]=[CH2:23])[CH:19]=[C:18]([O:24][CH3:25])[CH:17]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2]', 'catalyst': 'CCO.C1COCC1.[Pd]', 'product': '[C:1]([C:3]1[CH:8]=[CH:7][C:6]([NH:9][CH:10]([C:16]2[CH:17]=[C:18]([O:24][CH3:25])[CH:19]=[C:20]([CH2:22][CH3:23])[CH:21]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:5][CH:4]=1)#[N:2]'}",99%
reactions_79,"{'reactant': '[C:1]1(B(O)O)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[C:10]([C:12]1[CH:17]=[CH:16][C:15]([NH:18][CH:19]([C:25]2[CH:30]=[C:29]([OH:31])[CH:28]=[C:27]([CH2:32][CH3:33])[CH:26]=2)[C:20]([O:22][CH2:23][CH3:24])=[O:21])=[CH:14][CH:13]=1)#[N:11].N1C=CC=CC=1', 'catalyst': 'C(Cl)Cl.C([O-])(=O)C.[Cu+2].C([O-])(=O)C', 'product': '[C:10]([C:12]1[CH:17]=[CH:16][C:15]([NH:18][CH:19]([C:25]2[CH:30]=[C:29]([O:31][C:1]3[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=3)[CH:28]=[C:27]([CH2:32][CH3:33])[CH:26]=2)[C:20]([O:22][CH2:23][CH3:24])=[O:21])=[CH:14][CH:13]=1)#[N:11]'}",81%
reactions_80,"{'reactant': '[NH2:1][C:2]1[CH:3]=[C:4]([CH:9]([NH:15][C:16]2[CH:21]=[CH:20][C:19]([C:22]#[N:23])=[CH:18][CH:17]=2)[C:10]([O:12][CH2:13][CH3:14])=[O:11])[CH:5]=[C:6]([CH3:8])[CH:7]=1.Cl[C:25]1[N:30]=[CH:29][CH:28]=[CH:27][N:26]=1.C(N(C(C)C)CC)(C)C.[N:40]12[CH2:50][CH2:49][CH2:48][N:47]=[C:46]1[CH2:45][CH2:44][CH2:43][CH2:42][CH2:41]2', 'catalyst': 'C1COCC1', 'product': '[C:22]([C:19]1[CH:18]=[CH:17][C:16]([NH:15][CH:9]([C:4]2[CH:3]=[C:2]([N:1]=[C:46]3[CH2:45][CH2:44][CH2:43][CH2:42][CH2:41][N:40]3[CH2:50][CH2:49][CH2:48][NH:47][C:25]3[N:30]=[CH:29][CH:28]=[CH:27][N:26]=3)[CH:7]=[C:6]([CH3:8])[CH:5]=2)[C:10]([O:12][CH2:13][CH3:14])=[O:11])=[CH:21][CH:20]=1)#[N:23]'}",23%
reactions_81,"{'reactant': '[NH2:1][C:2]1[CH:3]=[C:4]([CH:10]([NH:16][C:17]2[CH:22]=[CH:21][C:20]([C:23]#[N:24])=[CH:19][CH:18]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH:5]=[C:6]([CH2:8][CH3:9])[CH:7]=1.Cl.Cl[CH2:27][CH2:28][NH2:29].Cl[CH2:31][CH2:32]N', 'catalyst': 'ClC1C=CC=CC=1', 'product': '[C:23]([C:20]1[CH:21]=[CH:22][C:17]([NH:16][CH:10]([C:4]2[CH:3]=[C:2]([N:1]3[CH2:32][CH2:31][NH:29][CH2:28][CH2:27]3)[CH:7]=[C:6]([CH2:8][CH3:9])[CH:5]=2)[C:11]([O:13][CH2:14][CH3:15])=[O:12])=[CH:18][CH:19]=1)#[N:24]'}",63%
reactions_82,"{'reactant': '[CH:1]1([C:6](Cl)=[O:7])[CH2:5][CH2:4][CH2:3][CH2:2]1.[NH2:9][C:10]1[CH:11]=[C:12]([CH:18]([NH:24][C:25]2[CH:30]=[CH:29][C:28]([C:31]#[N:32])=[CH:27][CH:26]=2)[C:19]([O:21][CH2:22][CH3:23])=[O:20])[CH:13]=[C:14]([CH2:16][CH3:17])[CH:15]=1.C(N(C(C)C)CC)(C)C.OS([O-])(=O)=O.[K+]', 'catalyst': 'C(Cl)Cl', 'product': '[C:31]([C:28]1[CH:29]=[CH:30][C:25]([NH:24][CH:18]([C:12]2[CH:13]=[C:14]([CH2:16][CH3:17])[CH:15]=[C:10]([NH:9][C:6]([CH:1]3[CH2:5][CH2:4][CH2:3][CH2:2]3)=[O:7])[CH:11]=2)[C:19]([O:21][CH2:22][CH3:23])=[O:20])=[CH:26][CH:27]=1)#[N:32]'}",66%
reactions_83,"{'reactant': '[O-]S([O-])(=O)=O.[Na+].[Na+].[NH2:8][C:9]1[CH:10]=[C:11]([CH:17]([NH:23][C:24]2[CH:29]=[CH:28][C:27]([C:30]#[N:31])=[CH:26][CH:25]=2)[C:18]([O:20][CH2:21][CH3:22])=[O:19])[CH:12]=[C:13]([CH2:15][CH3:16])[CH:14]=1.[CH3:32][N:33]1[CH2:38][CH2:37][C:36](=O)[CH2:35][CH2:34]1.C([O-])(O)=O.[Na+]', 'catalyst': 'C(O)(=O)C', 'product': '[C:30]([C:27]1[CH:28]=[CH:29][C:24]([NH:23][CH:17]([C:11]2[CH:10]=[C:9]([NH:8][CH:36]3[CH2:37][CH2:38][N:33]([CH3:32])[CH2:34][CH2:35]3)[CH:14]=[C:13]([CH2:15][CH3:16])[CH:12]=2)[C:18]([O:20][CH2:21][CH3:22])=[O:19])=[CH:25][CH:26]=1)#[N:31]'}",89%
reactions_84,"{'reactant': '[CH2:1]([O:3][C:4]1[CH:5]=[C:6]([CH2:12][OH:13])[CH:7]=[C:8]([CH2:10][OH:11])[CH:9]=1)[CH3:2]', 'catalyst': 'C(Cl)Cl.O=[Mn]=O', 'product': '[CH2:1]([O:3][C:4]1[CH:5]=[C:6]([CH:7]=[C:8]([CH2:10][OH:11])[CH:9]=1)[CH:12]=[O:13])[CH3:2]'}",48%
reactions_85,"{'reactant': 'C(N(C(C)C)C(C)C)C.[NH:10]1[CH2:14][CH2:13][CH2:12][CH2:11]1.[C:15]([C:17]1[CH:22]=[CH:21][C:20]([NH:23][CH:24]([C:30]2[CH:35]=[C:34]([CH2:36]OS(C)(=O)=O)[CH:33]=[C:32]([O:42][CH2:43][CH3:44])[CH:31]=2)[C:25]([O:27][CH2:28][CH3:29])=[O:26])=[CH:19][CH:18]=1)#[N:16]', 'catalyst': 'C1COCC1', 'product': '[C:15]([C:17]1[CH:22]=[CH:21][C:20]([NH:23][CH:24]([C:30]2[CH:35]=[C:34]([CH2:36][N:10]3[CH2:14][CH2:13][CH2:12][CH2:11]3)[CH:33]=[C:32]([O:42][CH2:43][CH3:44])[CH:31]=2)[C:25]([O:27][CH2:28][CH3:29])=[O:26])=[CH:19][CH:18]=1)#[N:16]'}",73%
